link,Tipe,title,category,address,open_hours,popular_times,website,phone,review_count,review_rating,Scoring,reviews_per_rating,latitude,longitude,Scoring_scaled
https://www.google.com/maps/place/Happyman+Design+Studio/data=!4m7!3m6!1s0x2e7a172137ae4edf:0xb58b90cb1cdf617c!8m2!3d-7.5072885!4d110.8329845!16s%2Fg%2F11h5_936qk!19sChIJ306uNyEXei4RfGHfHMuQi7U?authuser=0&hl=en&rclk=1,Desain Grafis,Happyman Design Studio,Graphic designer,"Gamersi residence 1 No.G18, Winong, Jatikuwung, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},,0857-0038-8883,5,5,5,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":5}",-7.507288,110.832984,0.002743333699
https://www.google.com/maps/place/Imajineri+Studio+Desain/data=!4m7!3m6!1s0x2e7a17eb24cbaf3f:0x765d1b74f9cd9e59!8m2!3d-7.5764774!4d110.9016174!16s%2Fg%2F11k3_2c4cz!19sChIJP6_LJOsXei4RWZ7N-XQbXXY?authuser=0&hl=en&rclk=1,Desain Grafis,Imajineri Studio Desain,Graphic designer,"Jl. Murai, Dusun IV, Jaten, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57472","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},,0857-4053-7732,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.576477,110.901617,0.001865466915
https://www.google.com/maps/place/Coral+Studio+Digital+Printing/data=!4m7!3m6!1s0x2e7a191cb73075ff:0xb5d6c019e9ccefb9!8m2!3d-7.5915476!4d110.9334181!16s%2Fg%2F11h2d4jm58!19sChIJ_3UwtxwZei4Rue_M6RnA1rU?authuser=0&hl=en&rclk=1,Desain Grafis,Coral Studio Digital Printing,Print shop,"Jl. Lawu No.186, Kodokan, Papahan, Tasikmadu, Karanganyar Regency, Central Java 57722","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://www.instagram.com/coralstudio_dp,0857-6158-6762,37,4.7,17.62,"{""1"":2,""2"":0,""3"":0,""4"":2,""5"":33}",-7.591548,110.933418,0.009667507956
https://www.google.com/maps/place/Studio+Falaha/data=!4m7!3m6!1s0x2e7a1900285fefa7:0x288749818e170e99!8m2!3d-7.6027915!4d110.9275174!16s%2Fg%2F11vm83z1q5!19sChIJp-9fKAAZei4RmQ4XjoFJhyg?authuser=0&hl=en&rclk=1,Desain Grafis,Studio Falaha,Design agency,"Banaran, Jati, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–5.00 pm""],""Sunday"":[""9.00 am–5.00 pm""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://www.instagram.com/studiofalaha,0851-7513-9520,2,5,3.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.602791,110.927517,0.002084933611
https://www.google.com/maps/place/Zevandra+Studio/data=!4m7!3m6!1s0x2e7a237f1bce5323:0xeb6961f0d81adac4!8m2!3d-7.6295294!4d110.9526543!16s%2Fg%2F11yh17k00d!19sChIJI1POG38jei4RxNoa2PBhaes?authuser=0&hl=en&rclk=1,Desain Grafis,Zevandra Studio,Graphic designer,"RT.03/RW.01, Soko, Sukosari, Jumantono, Karanganyar Regency, Central Java 57782","{""Friday"":[""8.00 am–9.00 pm""],""Monday"":[""8.00 am–9.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–9.00 pm""],""Tuesday"":[""8.00 am–9.00 pm""],""Wednesday"":[""8.00 am–9.00 pm""]}",{},http://zevandrastudio.carrd.com/,0878-7570-2116,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.629529,110.952654,0.001865466915
https://www.google.com/maps/place/Begen+Studio+Desain+Mutiara/data=!4m7!3m6!1s0x2e7a22755047065f:0x2df4a99141149a19!8m2!3d-7.6016193!4d110.9725481!16s%2Fg%2F11g03k50w6!19sChIJXwZHUHUiei4RGZoUQZGp9C0?authuser=0&hl=en&rclk=1,Desain Grafis,Begen Studio Desain Mutiara,Computer software store,"Jl. Merpati, RT.IV RT/RW.02/11, Jl. Lkr. Luar Bejen, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""8.00 am–4.00 pm""],""Monday"":[""8.00 am–4.00 pm""],""Saturday"":[""8.00 am–4.00 pm""],""Sunday"":[""8.00 am–4.00 pm""],""Thursday"":[""8.00 am–4.00 pm""],""Tuesday"":[""8.00 am–4.00 pm""],""Wednesday"":[""8.00 am–4.00 pm""]}",{},,0838-6594-8999,2,4.5,3.5,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":1}",-7.601619,110.972548,0.001920333589
https://www.google.com/maps/place/Wide%27Graph+Desain+Grafis/data=!4m7!3m6!1s0x2e7a1547a06216b9:0x64687df92a52bbcd!8m2!3d-7.5329662!4d110.7606512!16s%2Fg%2F11np0_bmp1!19sChIJuRZioEcVei4RzbtSKvl9aGQ?authuser=0&hl=en&rclk=1,Desain Grafis,Wide'Graph Desain Grafis,Association / Organization,"Jl. Adi Sumarmo No.149, Krobyongan, Gawanan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57175","{""Friday"":[""9.00 am–10.00 pm""],""Monday"":[""9.00 am–10.00 pm""],""Saturday"":[""9.00 am–10.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–10.00 pm""],""Tuesday"":[""9.00 am–10.00 pm""],""Wednesday"":[""9.00 am–10.00 pm""]}",{},,0857-2565-9624,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.532966,110.760651,0
https://www.google.com/maps/place/MD+Digital+Printing/data=!4m7!3m6!1s0x2e7a1880ecd58fd3:0x8916d9b4039ab024!8m2!3d-7.5991899!4d110.952169!16s%2Fg%2F11b73v64ly!19sChIJ04_V7IAYei4RJLCaA7TZFok?authuser=0&hl=en&rclk=1,Desain Grafis,MD Digital Printing,Print shop,"Jl. Kapten Mulyadi No.1, Karanganyar, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},,0812-3467-0929,41,4.5,19.1,"{""1"":1,""2"":1,""3"":2,""4"":9,""5"":28}",-7.59919,110.952169,0.01047953473
https://www.google.com/maps/place/SURYA+GRAFIS/data=!4m7!3m6!1s0x2e7a2150b7fddf07:0xb01342431c131a37!8m2!3d-7.6158789!4d111.0470536!16s%2Fg%2F11h4_dszd3!19sChIJB9_9t1Ahei4RNxoTHENCE7A?authuser=0&hl=en&rclk=1,Desain Grafis,SURYA GRAFIS,Corporate office,"Ngemplak, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791","{""Friday"":[""5.00–11.00 pm""],""Monday"":[""5.00–11.00 pm""],""Saturday"":[""5.00–11.00 pm""],""Sunday"":[""8.00 am–11.00 pm""],""Thursday"":[""5.00–11.00 pm""],""Tuesday"":[""5.00–11.00 pm""],""Wednesday"":[""5.00–11.00 pm""]}",{},,0878-3564-2800,2,5,3.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.615879,111.047054,0.002084933611
https://www.google.com/maps/place/Anggart+Studio+Foto+%26+Video+%7C%7C+Cetak+Foto/data=!4m7!3m6!1s0x2e7a15a4ef40fbed:0xdb372649b92c2877!8m2!3d-7.6079927!4d110.9752876!16s%2Fg%2F11f53qyx58!19sChIJ7ftA76QVei4RdygsuUkmN9s?authuser=0&hl=en&rclk=1,Desain Grafis,Anggart Studio Foto & Video || Cetak Foto,Photographer,"Karanganom, Popongan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57715",{},{},http://www.behance.net/342production,0858-7979-2342,22,4.8,11.68,"{""1"":0,""2"":1,""3"":0,""4"":1,""5"":20}",-7.607993,110.975288,0.006408427521
https://www.google.com/maps/place/VISTAMEDIA/data=!4m7!3m6!1s0x2e7a13b994f36045:0xa3d5a2b76985908c!8m2!3d-7.5314001!4d110.724234!16s%2Fg%2F11h0ykvryw!19sChIJRWDzlLkTei4RjJCFabei1aM?authuser=0&hl=en&rclk=1,Desain Grafis,VISTAMEDIA,Graphic designer,"Unnamed Road, Duwet, Ngasem, Colomadu, Karanganyar Regency, Central Java 57179",{},{},,0822-2650-7718,2,5,3.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.5314,110.724234,0.002084933611
https://www.google.com/maps/place/ARIEF+MEDIA+GRAFIKART/data=!4m7!3m6!1s0x2e7a18624538055f:0x54a91a978133e107!8m2!3d-7.589349!4d110.9484774!16s%2Fg%2F11bxw82cs2!19sChIJXwU4RWIYei4RB-EzgZcaqVQ?authuser=0&hl=en&rclk=1,Desain Grafis,ARIEF MEDIA GRAFIKART,Stamp shop,"Jl. Mayor Kusmanto, Jengglong, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57721","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}","{""Friday"":{""10"":52,""11"":54,""12"":49,""13"":40,""14"":43,""15"":42,""16"":49,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":50,""9"":50},""Monday"":{""10"":54,""11"":56,""12"":59,""13"":61,""14"":75,""15"":80,""16"":75,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":57,""9"":50},""Saturday"":{""10"":49,""11"":49,""12"":52,""13"":49,""14"":54,""15"":64,""16"":82,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":52,""9"":49},""Sunday"":{},""Thursday"":{""10"":50,""11"":45,""12"":42,""13"":35,""14"":49,""15"":63,""16"":73,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":59,""9"":52},""Tuesday"":{""10"":52,""11"":45,""12"":47,""13"":63,""14"":84,""15"":100,""16"":94,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":71,""9"":63},""Wednesday"":{""10"":54,""11"":49,""12"":40,""13"":31,""14"":40,""15"":50,""16"":71,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":71,""9"":59}}",http://arriefmedia.blogspot.co.id/,0878-2858-7201,79,4.4,34.24,"{""1"":5,""2"":2,""3"":5,""4"":11,""5"":56}",-7.589349,110.948477,0.01878634917
https://www.google.com/maps/place/Openmedia+Solo/data=!4m7!3m6!1s0x2e7a147766b2fb21:0xeaee2cfbfe8aaaaa!8m2!3d-7.5256121!4d110.7554851!16s%2Fg%2F11bz_7tys7!19sChIJIfuyZncUei4RqqqK_vss7uo?authuser=0&hl=en&rclk=1,Desain Grafis,Openmedia Solo,Digital printing service,"Jl. Puri Dirgantara No.A 14, Cikalan, Gawanan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57175","{""Friday"":[""9.00 am–8.00 pm""],""Monday"":[""9.00 am–8.00 pm""],""Saturday"":[""9.00 am–8.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–8.00 pm""],""Tuesday"":[""9.00 am–8.00 pm""],""Wednesday"":[""9.00 am–8.00 pm""]}",{},,0877-3500-6151,85,5,37,"{""1"":0,""2"":0,""3"":0,""4"":3,""5"":82}",-7.525612,110.755485,0.02030066937
https://www.google.com/maps/place/Neti+family/data=!4m7!3m6!1s0x2e7a23caa3e117af:0x4c3e757f33c76a96!8m2!3d-7.6114263!4d110.997907!16s%2Fg%2F11qzwlxvrb!19sChIJrxfho8ojei4RlmrHM391Pkw?authuser=0&hl=en&rclk=1,Desain Grafis,Neti family,Store,"9XQX+C5F Neti family, Sengon, Gayamdompo, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":25,""1"":31,""10"":68,""11"":56,""12"":56,""13"":50,""14"":56,""15"":37,""16"":43,""17"":50,""18"":62,""19"":62,""2"":37,""20"":37,""21"":25,""22"":37,""23"":25,""3"":56,""4"":43,""5"":50,""6"":62,""7"":56,""8"":62,""9"":50},""Monday"":{""0"":43,""1"":43,""10"":50,""11"":75,""12"":93,""13"":100,""14"":56,""15"":37,""16"":12,""17"":6,""18"":6,""19"":12,""2"":31,""20"":12,""21"":12,""22"":25,""23"":43,""3"":25,""4"":31,""5"":37,""6"":37,""7"":43,""8"":31,""9"":31},""Saturday"":{""0"":37,""1"":25,""10"":50,""11"":50,""12"":56,""13"":31,""14"":43,""15"":62,""16"":93,""17"":93,""18"":87,""19"":56,""2"":31,""20"":37,""21"":37,""22"":37,""23"":31,""3"":25,""4"":31,""5"":25,""6"":18,""7"":18,""8"":25,""9"":31},""Sunday"":{""0"":37,""1"":50,""10"":81,""11"":100,""12"":75,""13"":62,""14"":50,""15"":31,""16"":37,""17"":37,""18"":37,""19"":37,""2"":43,""20"":43,""21"":50,""22"":43,""23"":43,""3"":43,""4"":37,""5"":43,""6"":43,""7"":56,""8"":62,""9"":68},""Thursday"":{""0"":50,""1"":56,""10"":93,""11"":62,""12"":56,""13"":31,""14"":31,""15"":43,""16"":62,""17"":50,""18"":62,""19"":56,""2"":50,""20"":68,""21"":81,""22"":75,""23"":56,""3"":43,""4"":31,""5"":37,""6"":31,""7"":31,""8"":56,""9"":56},""Tuesday"":{""0"":50,""1"":50,""10"":31,""11"":25,""12"":18,""13"":18,""14"":25,""15"":37,""16"":50,""17"":56,""18"":68,""19"":56,""2"":37,""20"":43,""21"":43,""22"":56,""23"":50,""3"":31,""4"":18,""5"":25,""6"":37,""7"":37,""8"":43,""9"":31},""Wednesday"":{""0"":18,""1"":18,""10"":62,""11"":62,""12"":62,""13"":43,""14"":43,""15"":37,""16"":43,""17"":37,""18"":31,""19"":43,""2"":25,""20"":37,""21"":50,""22"":37,""23"":25,""3"":25,""4"":18,""5"":25,""6"":50,""7"":56,""8"":56,""9"":50}}",,,2,5,3.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.611426,110.997907,0.002084933611
https://www.google.com/maps/place/Zivisual+Creative/data=!4m7!3m6!1s0x2e7a19b94faa4063:0xe89a50d723de1e50!8m2!3d-7.5853672!4d110.9391083!16s%2Fg%2F11vbj9nkbm!19sChIJY0CqT7kZei4RUB7eI9dQmug?authuser=0&hl=en&rclk=1,Desain Grafis,Zivisual Creative,Graphic designer,"Kalongan Wetan, RT.9/RW.16, Karang Wetan, Papahan, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722",{},{},https://zivisual.net/,0851-5718-2055,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.585367,110.939108,0.001865466915
